Symbol,Ex_Date,Pre_Drop_Price,Dividend_Amount,Yield_Percent,Volume_On_ExDate,Price_Drop_Percent,Log_Price,Volatility_20d,Return_5d_Before,Volume_Ratio,Day_of_Week,Month,TARGET_Recovery_Days
ARE&M,2025-11-13,958.7,5.4,0.56,303294.0,-0.8553,6.8656,0.008162,-2.5374,0.885,3,11,0
AMBER,2019-11-19,997.85,1.6,0.16,5608.0,1.1859,6.9056,0.021131,0.2052,0.1162,1,11,6
AMBER,2020-03-26,1140.05,1.6,0.14,118843.0,-8.7145,7.0388,0.061686,3.6639,1.3998,3,3,0
AMBUJACEM,2016-08-02,234.39,1.6,0.68,1581110.0,2.0601,5.457,0.007198,0.4448,0.8655,1,8,3
AMBUJACEM,2017-03-16,202.72,1.2,0.59,1385524.0,-1.553,5.3118,0.00963,3.4406,0.8066,3,3,0
AMBUJACEM,2017-08-02,228.09,1.6,0.7,2324968.0,-2.8549,5.4297,0.0107,-1.5477,1.0482,2,8,0
AMBUJACEM,2018-04-05,208.2,2.0,0.96,2110899.0,-1.4493,5.3385,0.016147,2.1148,0.6759,3,4,0
AMBUJACEM,2019-02-27,188.45,1.5,0.8,2325569.0,-1.4702,5.2388,0.017278,2.6837,0.8408,2,2,0
AMBUJACEM,2020-05-19,153.86,1.5,0.97,3512226.0,-2.3147,5.0361,0.02847,-1.7409,0.6749,1,5,0
AMBUJACEM,2020-11-05,238.39,17.0,7.13,12065738.0,-3.3751,5.4739,0.015453,4.0945,1.2033,3,11,0
AMBUJACEM,2021-03-19,270.82,1.0,0.37,6753108.0,-1.2141,5.6014,0.020176,-2.9188,0.8769,4,3,0
AMBUJACEM,2022-03-30,292.48,6.3,2.15,6489029.0,-2.3299,5.6784,0.02401,1.5444,1.0667,2,3,0
AMBUJACEM,2023-07-07,426.15,2.5,0.59,3734746.0,2.5874,6.0548,0.014315,1.3149,1.0871,4,7,12
AMBUJACEM,2024-06-14,660.08,2.0,0.3,15699653.0,-2.2189,6.4924,0.047778,6.9532,3.2496,4,6,0
AMBUJACEM,2025-06-13,546.35,2.0,0.37,1348657.0,0.7047,6.3033,0.010509,-1.2249,0.6739,4,6,1
ANANDRATHI,2022-01-19,293.14,2.5,0.85,290090.0,-0.3862,5.6806,0.019696,-0.8004,0.3283,2,1,0
ANANDRATHI,2022-08-02,315.01,3.0,0.95,94232.0,-1.5203,5.7526,0.009677,3.0088,0.5288,1,8,0
ANANDRATHI,2022-10-20,342.6,2.5,0.73,43462.0,0.4645,5.8366,0.008882,3.4652,0.1456,3,10,2
ANANDRATHI,2023-05-29,416.66,3.5,0.84,32306.0,-1.8604,6.0323,0.010491,-1.5561,0.3484,0,5,0
ANANDRATHI,2023-10-20,934.29,2.5,0.27,89174.0,-0.1855,6.8398,0.025164,0.4352,0.3289,4,10,0
ANANDRATHI,2024-06-03,2076.89,4.5,0.22,79456.0,2.2346,7.6386,0.010389,2.9268,1.0166,0,6,95
ANANDRATHI,2024-10-18,2023.16,3.5,0.17,822646.0,-5.286,7.6124,0.01518,0.8969,5.5978,4,10,0
ANANDRATHI,2025-05-09,1672.26,7.0,0.42,161225.0,-1.6891,7.4219,0.013607,-2.1802,1.6486,4,5,0
ANANDRATHI,2025-10-17,3097.2,6.0,0.19,478299.0,-0.9008,8.0383,0.022613,4.9761,0.9579,4,10,0
ANANTRAJ,2016-09-22,22.22,0.24,1.08,3314552.0,-3.2784,3.101,0.023777,-0.9709,1.1747,3,9,0
ANANTRAJ,2017-09-21,24.35,0.24,0.99,2598708.0,0.7125,3.1925,0.025455,-1.2976,0.6593,3,9,25
ANANTRAJ,2018-09-19,20.01,0.24,1.2,1827427.0,2.204,2.9965,0.028426,8.1878,0.5838,2,9,250
ANANTRAJ,2019-09-20,14.42,0.24,1.66,1729312.0,0.2289,2.6689,0.033111,-1.8081,1.8361,4,9,3
ANANTRAJ,2020-12-22,24.29,0.08,0.33,576182.0,0.2855,3.19,0.049685,-4.0936,0.5439,1,12,1
ANANTRAJ,2021-09-22,65.03,0.1,0.15,1176311.0,-4.8818,4.1748,0.031943,-3.3848,2.8429,2,9,0
ANANTRAJ,2022-07-01,50.64,0.12,0.24,380697.0,-5.0461,3.9248,0.039098,-0.1955,0.8774,4,7,0
ANANTRAJ,2023-06-27,165.76,0.5,0.3,1532873.0,-4.272,5.1105,0.014491,-1.7968,1.0689,1,6,0
ANANTRAJ,2024-07-12,502.66,0.73,0.15,652523.0,1.3651,6.2199,0.031562,-2.0503,0.3517,4,7,5
ANANTRAJ,2025-07-16,606.47,0.73,0.12,4827734.0,0.061,6.4077,0.023296,10.8636,1.8625,2,7,45
ANGELONE,2020-11-02,31.24,0.41,1.33,9333390.0,9.5361,3.4418,0.058761,42.0503,0.5181,0,11,9
ANGELONE,2021-04-29,32.7,0.75,2.29,3194670.0,-0.3492,3.4873,0.034373,0.2468,0.7896,3,4,0
ANGELONE,2021-07-23,121.96,0.52,0.42,3774790.0,1.8195,4.8037,0.051109,25.9397,0.4173,4,7,48
ANGELONE,2021-10-27,118.54,0.57,0.48,3804300.0,2.4049,4.7752,0.046561,-7.5358,0.3553,2,10,54
ANGELONE,2022-01-24,139.41,0.7,0.5,17197650.0,10.697,4.9374,0.01979,11.4014,1.9726,0,1,36
ANGELONE,2022-04-08,154.92,0.7,0.45,15866330.0,-2.0004,5.0429,0.03799,8.5102,1.5311,4,4,0
ANGELONE,2022-05-23,133.58,0.23,0.17,3939100.0,1.6025,4.8947,0.044098,8.0908,0.2412,0,5,6
ANGELONE,2022-07-21,124.92,0.77,0.61,6543490.0,-4.0238,4.8277,0.02362,2.2901,1.0459,3,7,0
ANGELONE,2022-10-20,150.74,0.9,0.6,4500750.0,-0.8212,5.0156,0.039629,1.3882,0.5764,3,10,0
ANGELONE,2023-01-24,122.11,0.96,0.79,1160980.0,1.13,4.8049,0.013415,0.3365,0.3442,1,1,54
ANGELONE,2023-03-31,110.31,0.96,0.87,4061050.0,-0.7975,4.7033,0.03118,-1.578,0.6079,4,3,0
ANGELONE,2023-06-16,149.45,0.4,0.27,2876160.0,0.1989,5.007,0.024324,4.9382,0.5449,4,6,2
ANGELONE,2023-07-21,150.56,0.93,0.61,10019140.0,-4.0096,5.0144,0.033138,-8.0665,1.2096,4,7,0
ANGELONE,2023-10-20,212.2,1.27,0.6,34062390.0,-7.1169,5.3575,0.023754,6.3225,3.7059,4,10,0
ANGELONE,2024-01-23,323.77,1.27,0.39,6183790.0,10.6111,5.78,0.033602,-12.0514,1.2377,1,1,6
ANGELONE,2025-01-21,251.93,1.1,0.44,10966990.0,1.9872,5.5292,0.028168,9.1519,0.6331,1,1,76
ANGELONE,2025-03-20,216.62,1.1,0.51,19063150.0,-2.6516,5.3781,0.04089,12.8956,1.5585,3,3,0
ANGELONE,2025-05-30,295.02,2.6,0.88,10458100.0,-1.9958,5.6871,0.032243,-2.5102,0.784,4,5,0
ANGELONE,2026-01-21,261.28,2.3,0.88,11161270.0,3.0963,5.5656,0.029026,4.3716,0.9882,2,1,4
APARINDS,2017-08-01,694.91,10.0,1.44,6853.0,-1.181,6.5438,0.015564,-1.2023,0.3619,1,8,0
APARINDS,2018-08-01,556.56,9.5,1.71,7342.0,0.3928,6.3218,0.021766,0.9107,0.4736,2,8,3
APARINDS,2019-07-31,464.38,9.5,2.05,9612.0,2.6284,6.1407,0.012742,-3.0061,1.1829,2,7,6
APARINDS,2020-03-05,352.67,9.5,2.69,52361.0,0.3914,5.8655,0.020233,2.9675,2.1949,3,3,188
APARINDS,2021-08-05,659.26,9.5,1.44,213812.0,2.2035,6.4911,0.031656,3.5359,0.6087,3,8,45
APARINDS,2022-08-04,1180.15,15.0,1.27,354806.0,0.2815,7.0734,0.040586,14.1224,0.7666,3,8,2
APARINDS,2023-08-04,3572.07,40.0,1.12,65769.0,-1.123,8.1809,0.021694,-5.2577,0.6382,4,8,0
APARINDS,2024-08-20,8249.01,51.0,0.62,93976.0,-0.7068,9.0178,0.027235,-0.6911,0.5155,1,8,0
APARINDS,2025-07-29,8614.0,51.0,0.59,1057407.0,-12.3926,9.0611,0.019937,-5.6922,14.9065,1,7,0
APOLLOHOSP,2017-09-07,1065.32,6.0,0.56,380813.0,-1.1536,6.971,0.020357,1.4456,0.7153,3,9,0
APOLLOHOSP,2018-09-12,1081.07,5.0,0.46,824802.0,-0.1314,6.9857,0.039224,-2.4081,0.4763,2,9,0
APOLLOHOSP,2019-09-12,1466.9,6.0,0.41,2491122.0,2.1761,7.2909,0.022328,0.0201,2.5605,3,9,24
APOLLOHOSP,2020-02-25,1768.16,3.25,0.18,459592.0,0.209,7.4777,0.013191,4.8045,0.5526,1,2,2
APOLLOHOSP,2020-09-17,1664.39,2.75,0.17,2006191.0,-5.3939,7.4172,0.014901,4.9723,2.1878,3,9,0
APOLLOHOSP,2021-08-18,4856.99,3.0,0.06,2941548.0,2.6355,8.4882,0.035836,22.2074,2.5618,2,8,8
APOLLOHOSP,2022-08-18,4252.77,11.75,0.28,580509.0,0.6369,8.3553,0.01471,-4.6799,1.0877,3,8,8
APOLLOHOSP,2023-02-24,4405.34,6.0,0.14,358946.0,-0.6439,8.3906,0.017379,-3.6113,0.6487,4,2,0
APOLLOHOSP,2023-08-18,4852.32,9.0,0.19,336848.0,0.7249,8.4872,0.014465,-0.6044,0.6278,4,8,1
APOLLOHOSP,2024-02-20,6614.3,6.0,0.09,559251.0,-1.6283,8.797,0.013964,-0.919,1.2004,1,2,0
APOLLOHOSP,2024-08-16,6479.75,10.0,0.15,611092.0,-2.7829,8.7764,0.014702,-0.3982,1.3598,4,8,0
APOLLOHOSP,2025-02-14,6346.64,9.0,0.14,320088.0,1.4568,8.7557,0.018315,-6.1608,0.8027,4,2,2
APOLLOHOSP,2025-08-19,7802.14,10.0,0.13,384598.0,-0.1408,8.9622,0.020943,7.7628,0.8242,1,8,0
APOLLOHOSP,2026-02-16,7532.5,10.0,0.13,494924.0,-1.1351,8.927,0.015109,4.5971,0.9866,0,2,0
APOLLOTYRE,2016-08-01,140.91,2.0,1.42,2180723.0,-1.0229,4.9481,0.015969,0.4614,1.1813,0,8,0
APOLLOTYRE,2017-06-27,215.81,3.0,1.39,2949329.0,0.3278,5.3744,0.022187,-3.7592,0.6607,1,6,1
APOLLOTYRE,2018-07-18,245.17,3.0,1.22,2547022.0,0.8204,5.502,0.015638,4.7017,1.1446,2,7,1
APOLLOTYRE,2019-07-23,156.45,3.25,2.08,7116134.0,2.4745,5.0527,0.013707,-6.4421,3.3162,1,7,23
APOLLOTYRE,2020-03-04,129.12,3.0,2.32,4106501.0,-0.8648,4.8607,0.027895,-4.6738,0.9506,2,3,0
APOLLOTYRE,2021-07-15,223.76,3.5,1.56,6258720.0,2.4478,5.4106,0.01428,5.9718,1.3783,3,7,47
APOLLOTYRE,2022-06-16,175.74,3.25,1.85,3807016.0,3.6369,5.169,0.018148,-10.7648,1.3609,3,6,7
APOLLOTYRE,2023-07-14,408.04,4.5,1.1,1639042.0,1.0118,6.0114,0.017064,1.5306,0.6396,4,7,2
APOLLOTYRE,2024-07-05,513.39,6.0,1.17,2008857.0,-0.3541,6.241,0.017427,-2.4728,0.5308,4,7,0
APOLLOTYRE,2025-07-11,464.02,5.0,1.08,1096347.0,1.8513,6.1399,0.013411,2.8531,0.8084,4,7,27
APOLLOTYRE,2026-02-10,502.45,3.5,0.7,1060494.0,-0.9454,6.2195,0.018351,0.208,1.0708,1,2,0
APTUS,2022-12-08,293.51,2.0,0.68,3622618.0,1.9441,5.6819,0.010866,-1.2818,9.454,3,12,1
APTUS,2023-05-12,247.91,2.0,0.81,188033.0,-0.4288,5.513,0.016393,0.3299,0.6461,4,5,0
APTUS,2024-02-09,357.41,2.0,0.56,347397.0,2.8412,5.8789,0.024489,-0.0676,0.3451,4,2,151
APTUS,2024-05-15,310.13,2.5,0.81,100279.0,0.0316,5.737,0.019998,-1.3599,0.1997,2,5,16
APTUS,2024-11-14,310.62,2.0,0.64,478334.0,-0.5236,5.7386,0.019243,-7.7918,0.5575,3,11,0
APTUS,2025-05-16,322.85,2.5,0.77,633664.0,-0.5384,5.7772,0.018205,3.9841,0.9328,4,5,0
APTUS,2025-11-07,292.85,2.0,0.68,1075032.0,0.1537,5.6797,0.020054,-5.6631,0.7529,4,11,6
ASAHIINDIA,2016-08-04,171.8,0.6,0.35,112845.0,-2.5338,5.1463,0.018591,3.9067,1.2174,3,8,0
ASAHIINDIA,2017-08-02,278.55,1.0,0.36,17708.0,0.5053,5.6296,0.021551,5.3026,0.4513,2,8,2
ASAHIINDIA,2018-07-30,319.37,1.5,0.47,33767.0,-1.3588,5.7663,0.014296,0.8893,1.9046,0,7,0
ASAHIINDIA,2019-07-29,196.35,1.0,0.51,28404.0,-0.8735,5.2799,0.012309,-0.7884,1.9687,0,7,0
ASAHIINDIA,2020-03-19,179.3,1.0,0.56,39952.0,9.1783,5.1891,0.041492,-11.1893,0.659,3,3,50
ASAHIINDIA,2021-09-21,353.47,1.0,0.28,29924.0,0.1118,5.8678,0.024649,-4.8541,0.2667,1,9,1
ASAHIINDIA,2022-09-07,653.98,2.0,0.31,606449.0,-1.3186,6.4831,0.029412,3.4386,0.9759,2,9,0
ASAHIINDIA,2023-09-11,579.25,2.0,0.35,118882.0,1.2534,6.3617,0.035522,1.9095,0.3707,0,9,4
ASAHIINDIA,2024-08-28,651.4,2.0,0.31,74819.0,1.945,6.4791,0.020681,-0.3196,0.8518,2,8,4
ASAHIINDIA,2025-09-03,841.65,2.0,0.24,83032.0,0.6357,6.7354,0.018016,-3.4118,0.3821,2,9,4
ASHOKLEY,2016-07-13,39.05,0.47,1.22,35654100.0,1.8349,3.6649,0.019721,1.4084,1.3061,2,7,3
ASHOKLEY,2017-07-11,44.32,0.78,1.76,46848912.0,-1.4577,3.7914,0.018193,5.838,2.1305,1,7,0
ASHOKLEY,2018-07-09,56.6,1.22,2.15,52598416.0,-0.7931,4.0361,0.023012,3.9277,1.7571,0,7,0
ASHOKLEY,2019-07-23,34.58,1.55,4.48,67148382.0,1.6393,3.5434,0.018521,-8.1065,1.8556,1,7,57
ASHOKLEY,2020-03-19,29.14,0.25,0.86,166428008.0,24.6275,3.3722,0.038482,1.5008,3.0601,3,3,102
ASHOKLEY,2021-08-31,55.63,0.3,0.54,40093494.0,-1.3625,4.0187,0.022262,1.6709,1.0714,1,8,0
ASHOKLEY,2022-07-14,65.74,0.5,0.76,11165760.0,0.2815,4.1857,0.019403,-3.3108,0.3715,3,7,1
ASHOKLEY,2023-07-07,76.45,1.3,1.7,28839572.0,-0.5841,4.3366,0.015194,-1.2843,1.1472,4,7,0
ASHOKLEY,2024-04-03,82.96,2.48,2.98,28497846.0,-1.5739,4.4183,0.016626,4.6856,0.9688,2,4,0
ASHOKLEY,2024-11-19,106.51,1.0,0.94,16245712.0,-1.4158,4.6682,0.014952,-1.8231,0.9548,1,11,0
ASHOKLEY,2025-05-22,119.37,2.12,1.78,14472238.0,0.649,4.7822,0.019511,2.1934,1.312,3,5,5
ASHOKLEY,2025-11-18,147.45,1.0,0.68,11015324.0,0.1492,4.9935,0.018409,1.6502,0.7408,1,11,6
ASIANPAINT,2016-06-16,920.48,5.3,0.58,740810.0,-1.3543,6.8249,0.01359,-0.04,0.6229,3,6,0
ASIANPAINT,2016-11-01,991.67,2.65,0.27,983171.0,-0.8854,6.8994,0.01574,-5.1086,0.9233,1,11,0
ASIANPAINT,2017-06-15,1068.18,7.65,0.72,1003963.0,0.1445,6.9737,0.011483,0.551,1.1198,3,6,1
ASIANPAINT,2017-10-31,1106.16,2.65,0.24,279632.0,-0.0805,7.0087,0.01302,-3.2995,0.4286,1,10,0
ASIANPAINT,2018-06-14,1206.01,6.05,0.5,507824.0,-0.4491,7.0951,0.010709,-0.3409,0.7263,3,6,0
ASIANPAINT,2018-10-29,1121.18,2.85,0.25,1186190.0,-0.7243,7.0221,0.024251,-0.8414,0.713,0,10,0
ASIANPAINT,2019-06-13,1345.9,7.65,0.57,1572720.0,-0.8217,7.2048,0.0162,-0.217,1.2977,3,6,0
ASIANPAINT,2019-10-30,1722.25,3.35,0.19,1133258.0,-0.5743,7.4514,0.012815,2.6508,0.828,2,10,0
ASIANPAINT,2020-03-03,1699.33,7.15,0.42,1392463.0,-1.1744,7.438,0.014194,-2.1521,1.073,1,3,0
ASIANPAINT,2020-07-23,1619.22,1.5,0.09,2375218.0,-1.9802,7.3897,0.015722,0.1506,1.1926,3,7,0
ASIANPAINT,2020-10-28,2100.46,3.35,0.16,3166047.0,1.5904,7.6499,0.018293,3.9493,1.3266,2,10,1
ASIANPAINT,2021-06-10,2817.48,14.5,0.51,1344559.0,-0.7357,7.9436,0.021303,0.2794,0.6905,3,6,0
ASIANPAINT,2021-10-28,2976.77,3.65,0.12,1791065.0,-0.8185,7.9986,0.020693,3.0863,1.1116,3,10,0
ASIANPAINT,2022-06-09,2605.23,15.5,0.59,1857501.0,0.1078,7.8653,0.02379,-6.9915,1.2127,3,6,1
ASIANPAINT,2022-10-31,2957.51,4.4,0.15,814364.0,-1.9252,7.9921,0.014669,-1.2611,0.6525,0,10,0
ASIANPAINT,2023-06-09,3115.86,21.25,0.68,1239045.0,0.3275,8.0443,0.00784,-0.7723,1.5759,4,6,1
ASIANPAINT,2023-11-03,2885.81,5.15,0.18,715997.0,-0.9355,7.9676,0.01045,0.0085,0.7872,4,11,0
ASIANPAINT,2024-06-11,2873.39,28.15,0.98,855430.0,0.2389,7.9632,0.014928,2.796,0.5825,1,6,2
ASIANPAINT,2024-11-19,2452.96,4.25,0.17,941508.0,-0.1714,7.805,0.020872,-2.3357,0.6278,1,11,0
ASIANPAINT,2025-06-10,2223.88,20.55,0.92,1809051.0,0.3794,7.707,0.009851,-0.3458,1.5468,1,6,4
ASIANPAINT,2025-11-18,2883.4,4.5,0.16,1819066.0,-0.7838,7.9667,0.018118,8.6821,1.1932,1,11,0
ASTERDM,2024-04-23,389.4,118.0,30.3,6174501.0,-1.0497,5.9646,0.035817,-1.7982,1.5597,1,4,0
ASTERDM,2024-08-22,395.12,2.0,0.51,793893.0,-0.5386,5.9792,0.023818,3.3492,0.3176,3,8,0
ASTERDM,2025-02-10,468.42,4.0,0.85,664393.0,1.4386,6.1494,0.015207,0.9817,1.0462,0,2,32
ASTERDM,2025-08-28,600.0,1.0,0.17,501510.0,0.925,6.3969,0.016762,-2.2049,0.6274,3,8,1
ASTRAZEN,2019-08-20,1709.61,1.0,0.06,11693.0,-1.7776,7.444,0.028484,-7.3102,0.443,1,8,0
ASTRAZEN,2020-08-20,3311.16,2.0,0.06,21092.0,0.2575,8.1051,0.01117,0.3119,0.4525,3,8,2
ASTRAZEN,2021-08-18,3071.68,2.0,0.07,12823.0,0.3757,8.03,0.011739,-1.9723,0.436,2,8,9
ASTRAZEN,2022-07-07,2898.73,8.0,0.28,9773.0,1.0065,7.972,0.026516,8.6389,0.8404,3,7,1
ASTRAZEN,2023-07-14,3728.47,16.0,0.43,8725.0,0.2065,8.2238,0.007864,0.5803,0.5373,4,7,1
ASTRAZEN,2024-07-05,7080.65,24.0,0.34,65575.0,2.9431,8.8651,0.027405,14.0479,1.9881,4,7,14
ASTRAZEN,2025-07-18,9362.0,32.0,0.34,24592.0,2.5956,9.1444,0.017426,1.6502,0.5062,4,7,53
ASTRAL,2016-11-24,179.46,0.09,0.05,64588.0,-1.1884,5.19,0.023031,1.2782,0.6317,3,11,0
ASTRAL,2017-07-31,279.77,0.14,0.05,93506.0,0.7388,5.634,0.01192,-2.0914,1.0179,0,7,5
ASTRAL,2017-11-20,348.85,0.11,0.03,138895.0,-0.1211,5.8546,0.012105,1.1602,0.8156,0,11,0
ASTRAL,2018-08-14,497.35,0.16,0.03,78442.0,-2.3835,6.2093,0.015786,6.3823,0.507,1,8,0
ASTRAL,2018-11-20,457.96,0.14,0.03,170537.0,-1.6663,6.1268,0.031043,7.189,0.8373,1,11,0
ASTRAL,2019-07-25,531.06,0.18,0.03,71975.0,-0.9764,6.2749,0.01443,-8.0965,1.1812,3,7,0
ASTRAL,2019-10-31,619.54,0.23,0.04,200638.0,-0.3414,6.429,0.011562,-1.838,0.8044,3,10,0
ASTRAL,2020-02-17,666.57,0.34,0.05,181166.0,-0.0961,6.5021,0.024219,-0.0501,0.9092,0,2,0
ASTRAL,2020-11-12,681.44,0.56,0.08,381182.0,-5.2505,6.5242,0.020424,6.5613,1.4348,3,11,0
ASTRAL,2021-08-23,1531.8,0.75,0.05,373318.0,2.0165,7.3342,0.024544,1.2575,0.7637,0,8,7
ASTRAL,2021-11-17,1736.13,0.94,0.05,794397.0,1.808,7.4594,0.02086,1.526,1.3912,2,11,33
ASTRAL,2022-08-19,1518.0,1.31,0.09,387833.0,-0.7234,7.3251,0.015338,3.1306,0.9004,4,8,0
ASTRAL,2022-11-18,1403.43,0.94,0.07,535897.0,0.1008,7.2467,0.01965,-8.5744,0.8581,4,11,1
ASTRAL,2023-08-04,1983.33,2.25,0.11,1141954.0,-1.5618,7.5925,0.016747,4.5829,1.8305,4,8,0
ASTRAL,2023-10-27,1771.87,1.5,0.08,252287.0,-2.6175,7.4798,0.017985,-3.3625,0.4135,4,10,0
ASTRAL,2024-08-16,1854.07,2.25,0.12,816779.0,-1.5478,7.5251,0.014572,-10.5297,1.6147,4,8,0
ASTRAL,2024-11-14,1723.94,1.5,0.09,342533.0,-0.1475,7.4524,0.015754,-3.3653,0.5498,3,11,0
ASTRAL,2025-08-14,1288.62,2.25,0.17,1459328.0,0.8257,7.1613,0.021774,-8.7436,1.5473,3,8,1
ASTRAL,2025-11-11,1566.9,1.5,0.1,274619.0,0.7084,7.3569,0.017266,5.9229,0.3595,1,11,1
ATUL,2016-07-14,1947.62,10.0,0.51,51131.0,-4.3723,7.5744,0.019591,-0.5275,2.3544,3,7,0
ATUL,2017-07-13,2355.73,10.0,0.42,32938.0,-1.7943,7.7646,0.010305,-1.6427,2.9555,3,7,0
ATUL,2018-07-12,2723.98,12.0,0.44,4700.0,0.2913,7.9098,0.010013,3.7228,0.4163,3,7,3
ATUL,2019-07-11,3685.91,15.0,0.41,12974.0,1.0528,8.2123,0.010268,-4.2588,0.702,3,7,3
ATUL,2019-11-04,4234.87,12.5,0.3,10484.0,1.5278,8.3511,0.017673,0.229,0.8082,0,11,51
ATUL,2020-03-18,3917.59,15.0,0.38,43502.0,6.7667,8.2732,0.036468,-19.7177,1.1451,2,3,2
ATUL,2021-07-15,9141.85,20.0,0.22,10888.0,-1.2178,9.1206,0.010598,-0.0613,0.6155,3,7,0
ATUL,2022-07-14,8302.8,25.0,0.3,21235.0,1.7297,9.0243,0.014335,2.6668,0.7877,3,7,3
ATUL,2022-11-02,8275.9,7.5,0.09,9883.0,0.0,9.0211,0.011887,2.0284,0.3059,2,11,0
ATUL,2023-07-14,6482.64,25.0,0.39,20967.0,-0.5871,8.7769,0.010126,-3.3846,0.3433,4,7,0
ATUL,2024-07-12,6790.01,20.0,0.29,247959.0,-2.0968,8.8232,0.013318,1.1353,3.9216,4,7,0
ATUL,2025-07-11,7480.0,25.0,0.33,25611.0,1.2701,8.92,0.017926,-1.7156,0.4919,4,7,1
AUROPHARMA,2016-06-09,733.28,0.7,0.1,1308246.0,2.4615,6.5975,0.018327,-2.0662,0.8196,3,6,20
AUROPHARMA,2016-11-24,693.67,1.25,0.18,2520798.0,2.6477,6.542,0.026995,2.8306,1.0959,3,11,1
AUROPHARMA,2017-06-08,569.06,1.25,0.22,3288925.0,-1.3908,6.344,0.037376,3.1657,0.7783,3,6,0
AUROPHARMA,2017-11-21,673.67,1.5,0.22,1865567.0,-0.5532,6.5127,0.022076,0.6984,0.6315,1,11,0
AUROPHARMA,2018-02-20,557.08,1.0,0.18,2126266.0,1.2286,6.3227,0.018062,-4.0096,0.8958,1,2,2
AUROPHARMA,2018-11-20,760.07,1.25,0.16,1213467.0,1.7471,6.6334,0.02295,2.4913,0.4808,1,11,1
AUROPHARMA,2019-02-15,717.88,1.25,0.17,2894602.0,3.3311,6.5763,0.020193,-3.8153,1.4425,4,2,15
AUROPHARMA,2019-11-21,427.18,1.25,0.29,5784219.0,3.1225,6.0572,0.028952,12.38,1.1538,3,11,3
AUROPHARMA,2020-02-17,495.36,1.75,0.35,3731164.0,3.7066,6.2053,0.027607,-5.1452,0.7549,0,2,2
AUROPHARMA,2020-08-21,828.67,1.25,0.15,2292061.0,0.0117,6.7198,0.02934,-2.457,0.4623,4,8,1
AUROPHARMA,2020-11-23,806.55,1.25,0.15,3455734.0,-1.9648,6.6928,0.022201,-2.2003,0.8968,0,11,0
AUROPHARMA,2021-02-22,861.22,1.5,0.17,3205958.0,3.4553,6.7583,0.026938,-4.6825,0.8276,0,2,28
AUROPHARMA,2021-08-27,678.74,1.5,0.22,7231441.0,-1.7775,6.5202,0.022817,2.6428,1.4547,4,8,0
AUROPHARMA,2021-11-17,668.23,1.5,0.22,1891189.0,2.736,6.5046,0.017881,-1.8647,0.747,2,11,14
AUROPHARMA,2022-02-18,657.85,1.5,0.23,3396636.0,2.3992,6.489,0.026069,-3.6283,1.3729,4,2,19
AUROPHARMA,2022-06-06,516.39,4.5,0.87,2049193.0,0.2672,6.2469,0.029575,0.0473,0.6691,0,6,3
AUROPHARMA,2023-02-17,473.02,3.0,0.63,1008399.0,0.7549,6.1591,0.024933,2.3568,0.4629,4,2,19
AUROPHARMA,2023-11-20,999.15,3.0,0.3,3106595.0,0.6223,6.9069,0.018205,2.8223,1.3969,0,11,1
AUROPHARMA,2024-02-20,1035.51,1.5,0.14,1754778.0,-1.2507,6.9427,0.023371,1.4127,0.3966,1,2,0
AUROPHARMA,2025-08-08,1065.6,4.0,0.38,881747.0,2.2053,6.9713,0.017358,-0.9446,0.7348,4,8,3
AIIL,2025-03-27,305.84,1.0,0.33,1522955.0,-7.8739,5.7231,0.037806,-3.8468,2.664,3,3,0
AIIL,2025-05-16,429.06,0.5,0.12,660215.0,-0.2284,6.0616,0.037779,23.0549,0.8271,4,5,0
AXISBANK,2016-07-07,526.64,5.0,0.95,4650991.0,-1.412,6.2665,0.013545,4.2194,0.6876,3,7,0
AXISBANK,2017-07-06,506.16,5.0,0.99,3514758.0,-0.1179,6.2268,0.014086,0.3515,0.6647,3,7,0
AXISBANK,2019-07-04,801.85,1.0,0.12,5553273.0,-0.4533,6.6869,0.013098,0.7183,0.6434,3,7,0
AXISBANK,2022-07-07,655.21,1.0,0.15,11171714.0,-0.1827,6.485,0.013153,3.3213,1.5962,3,7,0
AXISBANK,2023-07-07,978.36,1.0,0.1,6236524.0,0.3317,6.8859,0.009836,-0.6583,0.6805,4,7,33
AXISBANK,2024-07-12,1294.64,1.0,0.08,11278987.0,-1.6631,7.166,0.012809,0.7537,1.0632,4,7,0
AXISBANK,2025-07-04,1170.1,1.0,0.09,3926186.0,-0.641,7.0648,0.013014,-4.4078,0.6526,4,7,0
BASF,2016-08-03,1006.27,1.0,0.1,9184.0,0.2038,6.914,0.014763,-2.73,0.8406,2,8,1
BASF,2017-09-20,1527.91,1.0,0.07,30357.0,1.2822,7.3317,0.014734,8.2538,2.3278,2,9,11
BASF,2018-07-26,1692.51,3.0,0.18,7572.0,-0.1532,7.434,0.01732,-5.2149,1.3279,3,7,0
BASF,2019-07-04,1287.08,5.0,0.39,2881.0,0.3626,7.1601,0.015141,-0.6648,0.3125,3,7,250
BASF,2020-07-22,1331.5,3.0,0.23,61564.0,0.5917,7.1941,0.032868,3.167,0.4609,2,7,8
BASF,2021-07-22,2648.22,10.0,0.38,21637.0,-0.9835,7.8816,0.013217,1.8366,0.6165,3,7,0
BASF,2022-07-21,2650.0,6.0,0.23,10640.0,-0.1234,7.8823,0.020791,-2.3047,0.3951,3,7,0
