Symbol,Ex_Date,Pre_Drop_Price,Dividend_Amount,Yield_Percent,Volume_On_ExDate,TARGET_Recovery_Days
AUROPHARMA,2016-06-09,733.28,0.7,0.1,1308246.0,20
AUROPHARMA,2016-11-24,693.67,1.25,0.18,2520798.0,1
AUROPHARMA,2017-06-08,569.06,1.25,0.22,3288925.0,0
AUROPHARMA,2017-11-21,673.67,1.5,0.22,1865567.0,0
AUROPHARMA,2018-02-20,557.08,1.0,0.18,2126266.0,2
AUROPHARMA,2018-11-20,760.07,1.25,0.16,1213467.0,1
AUROPHARMA,2019-02-15,717.88,1.25,0.17,2894602.0,15
AUROPHARMA,2019-11-21,427.18,1.25,0.29,5784219.0,3
AUROPHARMA,2020-02-17,495.36,1.75,0.35,3731164.0,2
AUROPHARMA,2020-08-21,828.67,1.25,0.15,2292061.0,1
AUROPHARMA,2020-11-23,806.55,1.25,0.15,3455734.0,0
AUROPHARMA,2021-02-22,861.22,1.5,0.17,3205958.0,28
AUROPHARMA,2021-08-27,678.74,1.5,0.22,7231441.0,0
AUROPHARMA,2021-11-17,668.23,1.5,0.22,1891189.0,14
AUROPHARMA,2022-02-18,657.85,1.5,0.23,3396636.0,19
AUROPHARMA,2022-06-06,516.39,4.5,0.87,2049193.0,3
AUROPHARMA,2023-02-17,473.02,3.0,0.63,1008399.0,19
AUROPHARMA,2023-11-20,999.15,3.0,0.3,3106595.0,1
AUROPHARMA,2024-02-20,1035.51,1.5,0.14,1754778.0,0
AUROPHARMA,2025-08-08,1065.6,4.0,0.38,881747.0,3
AIIL,2025-03-27,305.84,1.0,0.33,1522955.0,0
AIIL,2025-05-16,429.06,0.5,0.12,660215.0,0
AXISBANK,2016-07-07,526.64,5.0,0.95,4650991.0,0
AXISBANK,2017-07-06,506.16,5.0,0.99,3514758.0,0
AXISBANK,2019-07-04,801.85,1.0,0.12,5553273.0,0
AXISBANK,2022-07-07,655.21,1.0,0.15,11171714.0,0
AXISBANK,2023-07-07,978.36,1.0,0.1,6236524.0,33
AXISBANK,2024-07-12,1294.64,1.0,0.08,11278987.0,0
AXISBANK,2025-07-04,1170.1,1.0,0.09,3926186.0,0
BASF,2016-08-03,1006.27,1.0,0.1,9184.0,1
BASF,2017-09-20,1527.91,1.0,0.07,30357.0,11
BASF,2018-07-26,1692.51,3.0,0.18,7572.0,0
BASF,2019-07-04,1287.08,5.0,0.39,2881.0,250
BASF,2020-07-22,1331.5,3.0,0.23,61564.0,8
BASF,2021-07-22,2648.22,10.0,0.38,21637.0,0
BASF,2022-07-21,2650.0,6.0,0.23,10640.0,0
BASF,2023-07-21,2620.87,8.0,0.31,5448.0,1
BASF,2024-07-26,6133.57,15.0,0.24,133464.0,3
BEML,2016-09-07,415.61,2.0,0.48,511970.0,0
BEML,2017-09-13,737.83,4.0,0.54,1102130.0,4
BEML,2018-09-19,294.03,4.0,1.36,1624716.0,0
BEML,2019-03-28,384.85,2.25,0.58,3224540.0,0
BEML,2019-09-19,330.95,1.25,0.38,630302.0,1
BEML,2020-03-19,194.22,1.25,0.64,1307249.0,0
BEML,2020-09-17,259.95,1.75,0.67,427158.0,0
BEML,2021-02-17,382.91,2.4,0.63,1667262.0,0
BEML,2021-09-16,604.02,0.6,0.1,894536.0,14
BEML,2022-03-29,643.18,2.5,0.39,1063996.0,0
BEML,2022-09-15,739.44,2.5,0.34,34948.0,0
BEML,2023-02-24,671.12,2.5,0.37,86326.0,43
BEML,2023-09-20,1155.76,2.5,0.22,486548.0,1
BEML,2024-02-16,1533.14,2.5,0.16,1069650.0,0
BEML,2024-09-13,1946.76,7.75,0.4,814054.0,0
BEML,2025-02-14,1458.13,2.5,0.17,700624.0,27
BEML,2025-05-15,1684.51,7.5,0.45,883858.0,0
BEML,2025-09-22,2174.37,0.6,0.03,1755012.0,3
BEML,2026-02-13,1737.9,2.5,0.14,171064.0,3
BLS,2016-11-23,39.74,0.01,0.03,395400.0,1
BLS,2017-09-12,54.45,0.07,0.14,2591580.0,0
BLS,2018-09-11,39.03,0.12,0.32,148408.0,711
BLS,2019-09-18,20.09,0.25,1.24,61012.0,0
BLS,2020-02-13,17.09,0.12,0.73,73132.0,1
BLS,2020-09-11,26.36,0.12,0.47,325024.0,1
BLS,2021-02-11,25.48,0.06,0.25,168668.0,0
BLS,2021-09-16,67.57,0.06,0.09,8513136.0,0
BLS,2022-02-11,59.31,0.25,0.42,369092.0,26
BLS,2022-09-13,124.24,0.12,0.1,22917164.0,0
BLS,2023-02-17,167.66,0.5,0.3,1700489.0,33
BLS,2023-09-14,266.0,0.25,0.09,3187020.0,0
BLS,2024-02-23,371.39,0.5,0.13,2339054.0,85
BLS,2024-09-05,439.38,0.5,0.11,7160430.0,0
BLS,2025-09-08,363.24,1.0,0.28,637923.0,2
BLS,2026-02-13,278.45,2.0,0.72,1252022.0,1
BSE,2017-02-22,87.94,0.56,0.63,1224666.0,27
BSE,2017-08-24,90.24,2.56,2.83,409437.0,0
BSE,2018-02-15,75.67,0.56,0.73,1827765.0,35
BSE,2018-07-25,77.19,3.44,4.46,1163160.0,0
BSE,2018-12-11,58.06,0.56,0.96,393408.0,0
BSE,2019-06-27,59.97,2.78,4.63,2752686.0,0
BSE,2020-07-22,52.37,1.89,3.61,2007369.0,0
BSE,2021-08-05,129.83,2.33,1.8,4634163.0,0
BSE,2022-06-23,190.05,4.5,2.37,6380049.0,0
BSE,2023-08-04,273.0,4.0,1.47,6172713.0,0
BSE,2024-06-14,904.21,5.0,0.55,1575462.0,0
BSE,2025-05-14,2430.83,7.67,0.32,9444795.0,0
BAJAJ-AUTO,2016-03-16,1748.64,50.0,2.86,364016.0,0
BAJAJ-AUTO,2016-07-14,2085.0,5.0,0.24,134930.0,0
BAJAJ-AUTO,2017-07-06,2178.67,55.0,2.52,488894.0,0
BAJAJ-AUTO,2018-07-05,2389.46,60.0,2.51,752721.0,0
BAJAJ-AUTO,2019-07-11,2243.22,60.0,2.67,653802.0,0
BAJAJ-AUTO,2020-03-03,2336.79,120.0,5.14,1459848.0,0
BAJAJ-AUTO,2021-07-08,3662.55,140.0,3.82,625491.0,0
BAJAJ-AUTO,2022-06-30,3499.06,140.0,4.0,715926.0,4
BAJAJ-AUTO,2023-06-30,4427.2,140.0,3.16,587936.0,0
BAJAJ-AUTO,2024-06-14,9600.1,80.0,0.83,320933.0,0
BAJAJ-AUTO,2025-06-20,8286.0,210.0,2.53,567646.0,0
BAJFINANCE,2016-03-16,62.67,0.18,0.29,5833300.0,0
BAJFINANCE,2016-07-14,83.23,0.07,0.08,9246500.0,0
BAJFINANCE,2017-07-06,135.86,0.36,0.26,4181300.0,0
BAJFINANCE,2018-07-05,227.06,0.4,0.18,6887850.0,0
BAJFINANCE,2019-07-11,334.54,0.6,0.18,27122410.0,0
BAJFINANCE,2020-03-03,426.18,1.0,0.23,20235030.0,0
BAJFINANCE,2021-07-08,607.19,1.0,0.16,11305600.0,9
BAJFINANCE,2022-06-30,540.89,2.0,0.37,11982750.0,1
BAJFINANCE,2023-06-30,698.19,3.0,0.43,8879080.0,0
BAJFINANCE,2024-06-21,712.71,3.6,0.51,14998180.0,6
BAJFINANCE,2025-05-09,877.83,1.2,0.14,12151340.0,1
BAJFINANCE,2025-05-30,916.0,4.4,0.48,15041740.0,0
BAJAJFINSV,2016-03-16,165.34,0.17,0.11,501450.0,4
BAJAJFINSV,2017-07-06,413.33,0.17,0.04,983930.0,0
BAJAJFINSV,2018-07-05,601.22,0.17,0.03,1991870.0,0
BAJAJFINSV,2019-07-11,763.42,0.25,0.03,3731190.0,1
BAJAJFINSV,2020-03-03,888.95,0.5,0.06,5507290.0,0
BAJAJFINSV,2021-07-08,1234.64,0.3,0.02,2066300.0,1
BAJAJFINSV,2022-06-30,1108.75,0.4,0.04,3481840.0,1
BAJAJFINSV,2023-06-30,1516.35,0.8,0.05,934639.0,0
BAJAJFINSV,2024-06-21,1584.23,1.0,0.06,3345305.0,1
BAJAJFINSV,2025-06-27,2052.6,1.0,0.05,6315182.0,1
BAJAJHLDNG,2016-03-16,1216.32,25.0,2.06,2994.0,0
BAJAJHLDNG,2016-07-14,1416.61,7.5,0.53,26880.0,0
BAJAJHLDNG,2017-07-06,1883.94,32.5,1.73,14929.0,0
BAJAJHLDNG,2018-07-05,2631.7,40.0,1.52,10390.0,0
BAJAJHLDNG,2019-07-11,3227.9,32.5,1.01,17634.0,3
BAJAJHLDNG,2020-03-03,3087.35,40.0,1.3,17842.0,0
BAJAJHLDNG,2021-07-08,3484.75,40.0,1.15,13057.0,0
BAJAJHLDNG,2021-09-28,4645.37,90.0,1.94,105439.0,4
BAJAJHLDNG,2022-06-30,4295.19,25.0,0.58,243411.0,0
BAJAJHLDNG,2022-09-22,6612.7,110.0,1.66,113935.0,0
BAJAJHLDNG,2023-06-30,6765.41,13.0,0.19,16134.0,0
BAJAJHLDNG,2023-09-28,7083.56,110.0,1.55,52319.0,33
BAJAJHLDNG,2024-06-28,8320.3,21.0,0.25,74446.0,0
BAJAJHLDNG,2024-09-25,10702.36,65.0,0.61,38803.0,1
BAJAJHLDNG,2025-06-27,13773.87,28.0,0.2,96693.0,0
BAJAJHLDNG,2025-09-22,13141.0,65.0,0.49,29040.0,0
BALKRISIND,2016-03-16,274.76,2.75,1.0,35082.0,0
BALKRISIND,2016-09-19,379.88,0.75,0.2,89414.0,0
BALKRISIND,2016-12-07,565.21,1.0,0.18,190242.0,56
BALKRISIND,2017-02-17,537.71,1.0,0.19,193388.0,2
BALKRISIND,2017-08-04,734.79,1.25,0.17,170312.0,1
BALKRISIND,2017-09-06,750.35,1.25,0.17,118060.0,1
BALKRISIND,2017-11-16,995.99,1.25,0.13,1288974.0,13
BALKRISIND,2018-02-21,1023.55,1.5,0.15,372221.0,22
BALKRISIND,2018-07-09,1114.08,1.5,0.13,759319.0,0
BALKRISIND,2018-08-20,1271.1,2.0,0.16,1052727.0,5
BALKRISIND,2018-11-14,891.31,2.0,0.22,1611012.0,0
BALKRISIND,2019-02-15,773.98,2.0,0.26,532167.0,4
BALKRISIND,2019-07-04,698.67,2.0,0.29,398564.0,0
BALKRISIND,2019-08-20,685.56,2.0,0.29,398872.0,1
BALKRISIND,2019-11-21,789.21,2.0,0.25,407939.0,0
BALKRISIND,2020-02-24,1192.1,16.0,1.34,697178.0,80
BALKRISIND,2020-08-20,1300.56,3.0,0.23,649858.0,0
BALKRISIND,2020-11-12,1446.19,4.0,0.28,1716617.0,0
BALKRISIND,2021-02-15,1585.26,5.0,0.32,881828.0,0
BALKRISIND,2021-06-18,2213.49,5.0,0.23,273098.0,12
BALKRISIND,2021-08-12,2204.49,4.0,0.18,581279.0,0
BALKRISIND,2021-11-17,2271.86,4.0,0.18,186764.0,35
BALKRISIND,2022-02-21,1909.43,16.0,0.84,755992.0,13
BALKRISIND,2022-06-24,2077.1,4.0,0.19,174940.0,0
BALKRISIND,2022-08-11,2111.55,4.0,0.19,317405.0,0
BALKRISIND,2022-11-21,1928.59,4.0,0.21,190135.0,3
BALKRISIND,2023-02-17,1959.79,4.0,0.2,265356.0,0
BALKRISIND,2023-07-11,2242.48,4.0,0.18,445508.0,0
BALKRISIND,2023-08-11,2324.33,4.0,0.17,263796.0,1
BALKRISIND,2023-10-31,2537.87,4.0,0.16,190106.0,6
BALKRISIND,2024-02-02,2403.56,4.0,0.17,264382.0,0
BALKRISIND,2024-07-05,3110.35,4.0,0.13,122584.0,0
BALKRISIND,2024-08-20,2772.49,4.0,0.14,230637.0,0
BALKRISIND,2024-10-31,2853.88,4.0,0.14,189753.0,40
BALKRISIND,2025-01-30,2715.62,4.0,0.15,131284.0,0
BALKRISIND,2025-07-11,2619.44,4.0,0.15,249530.0,0
BALKRISIND,2025-11-07,2332.75,4.0,0.17,81220.0,2
BALKRISIND,2026-02-02,2301.8,4.0,0.17,173624.0,1
BALRAMCHIN,2016-08-23,100.74,3.5,3.47,936269.0,0
BALRAMCHIN,2017-08-09,153.34,2.5,1.63,1878491.0,3
BALRAMCHIN,2019-02-14,99.64,2.5,2.51,5554680.0,0
BALRAMCHIN,2019-11-21,137.47,2.5,1.82,405505.0,0
BALRAMCHIN,2021-02-11,151.43,2.5,1.65,701860.0,0
BALRAMCHIN,2022-02-11,426.65,2.5,0.59,2269342.0,15
BALRAMCHIN,2023-02-22,365.08,2.5,0.68,2134270.0,8
BALRAMCHIN,2023-11-20,428.92,3.0,0.7,2355953.0,0
BALRAMCHIN,2024-11-25,508.75,3.0,0.59,1226641.0,0
BALRAMCHIN,2025-11-17,462.0,3.5,0.76,466680.0,0
BANDHANBNK,2018-07-12,548.44,1.0,0.18,960998.0,1
BANDHANBNK,2019-06-20,526.31,3.0,0.57,325116.0,7
BANDHANBNK,2021-07-29,288.25,1.0,0.35,4368038.0,2
BANDHANBNK,2023-08-11,223.53,1.5,0.67,5613028.0,1
BANDHANBNK,2024-08-13,193.78,1.5,0.77,14975254.0,4
BANDHANBNK,2025-08-14,164.2,1.5,0.91,2018807.0,1
BANKBARODA,2017-06-22,146.98,1.2,0.82,6554878.0,11
BANKBARODA,2022-06-17,86.44,2.85,3.3,21919900.0,0
BANKBARODA,2023-06-30,173.51,5.5,3.17,17037322.0,0
BANKBARODA,2024-06-28,263.18,7.6,2.89,15270017.0,0
BANKBARODA,2025-06-06,242.29,8.35,3.45,27877160.0,0
BANKINDIA,2022-07-07,41.01,2.0,4.88,3191027.0,0
BANKINDIA,2023-06-20,69.02,2.0,2.9,7523953.0,0
BANKINDIA,2024-06-18,118.66,2.8,2.36,19283739.0,2
BANKINDIA,2025-06-20,111.63,4.05,3.63,14597819.0,0
MAHABANK,2022-06-20,13.57,0.5,3.68,2023463.0,1
MAHABANK,2023-05-23,28.04,1.3,4.64,10668707.0,0
MAHABANK,2024-05-10,59.4,1.4,2.36,19918487.0,0
MAHABANK,2025-05-09,48.16,1.5,3.11,16147927.0,1
MAHABANK,2026-01-20,65.77,1.0,1.52,22802538.0,2
BATAINDIA,2016-07-19,513.58,3.5,0.68,345131.0,0
BATAINDIA,2017-07-06,526.69,3.5,0.66,305552.0,1
BATAINDIA,2018-07-09,771.5,4.0,0.52,985879.0,0
BATAINDIA,2019-07-22,1209.12,6.25,0.52,929567.0,2
BATAINDIA,2020-07-29,1178.06,4.0,0.34,1215314.0,0
BATAINDIA,2021-08-04,1589.8,4.0,0.25,559990.0,4
BATAINDIA,2022-08-04,1866.15,54.5,2.92,950410.0,6
BATAINDIA,2023-08-03,1705.01,13.5,0.79,237617.0,0
BATAINDIA,2024-07-31,1568.54,12.0,0.77,210362.0,0
BATAINDIA,2024-08-16,1367.94,10.0,0.73,363962.0,0
BATAINDIA,2025-08-01,1182.3,9.0,0.76,36952.0,0
BAYERCROP,2016-08-29,3417.19,17.0,0.5,18148.0,2
BAYERCROP,2017-08-07,3884.29,17.0,0.44,23062.0,103
BAYERCROP,2018-08-06,3754.5,18.0,0.48,12870.0,0
BAYERCROP,2019-07-10,2894.0,18.0,0.62,26052.0,2
BAYERCROP,2020-06-23,5037.75,90.0,1.79,17758.0,0
BAYERCROP,2020-07-27,5044.01,25.0,0.5,21330.0,1
BAYERCROP,2021-07-27,5132.17,25.0,0.49,10004.0,1
BAYERCROP,2021-11-11,4309.61,125.0,2.9,16762.0,8
BAYERCROP,2022-08-04,4773.73,25.0,0.52,8882.0,0
BAYERCROP,2022-11-17,4242.63,100.0,2.36,10108.0,0
BAYERCROP,2023-08-04,4234.39,30.0,0.71,11867.0,0
BAYERCROP,2023-11-16,5206.44,105.0,2.02,18662.0,0
BAYERCROP,2024-08-01,6639.59,35.0,0.53,9916.0,4
BAYERCROP,2024-11-28,5560.99,90.0,1.62,36645.0,2
BAYERCROP,2025-11-14,4431.9,90.0,2.03,38442.0,0
BERGEPAINT,2016-07-26,187.89,0.83,0.44,122888.0,2
BERGEPAINT,2017-07-27,202.9,1.46,0.72,314815.0,9
BERGEPAINT,2018-07-26,253.18,1.5,0.59,894936.0,0
BERGEPAINT,2019-07-26,263.11,1.58,0.6,1239480.0,0
BERGEPAINT,2020-03-02,458.45,1.58,0.35,1543694.0,117
BERGEPAINT,2020-09-17,474.61,0.25,0.05,618302.0,7
BERGEPAINT,2021-08-18,662.02,2.33,0.35,528190.0,0
BERGEPAINT,2022-08-18,574.68,2.58,0.45,905200.0,0
BERGEPAINT,2023-08-04,571.89,2.67,0.47,801008.0,0
BERGEPAINT,2024-08-05,543.1,3.5,0.64,1479162.0,7
BERGEPAINT,2025-08-05,566.2,3.8,0.67,775885.0,0
BDL,2018-09-18,152.4,3.65,2.39,778874.0,0
BDL,2019-03-26,125.81,2.62,2.09,66114.0,0
BDL,2019-09-19,129.23,0.83,0.65,64976.0,1
BDL,2020-02-24,134.19,3.12,2.33,383472.0,0
BDL,2020-09-18,146.37,1.27,0.87,1116206.0,0
BDL,2021-03-18,164.96,3.35,2.03,519746.0,1
BDL,2021-09-17,193.21,0.33,0.17,496248.0,20
BDL,2022-02-23,213.2,3.65,1.71,458870.0,3
BDL,2022-09-16,424.03,0.5,0.12,27043856.0,0
BDL,2023-02-20,426.15,4.08,0.96,10116126.0,0
BDL,2023-09-20,520.03,0.6,0.12,2720588.0,33
BDL,2024-04-02,875.38,4.42,0.51,3081116.0,4
BDL,2024-09-23,1140.09,0.85,0.07,930169.0,0
BDL,2025-02-14,1158.11,4.0,0.35,812990.0,21
BDL,2025-09-19,1603.84,0.65,0.04,2081434.0,0
BDL,2026-02-09,1263.9,4.5,0.36,1599071.0,0
BEL,2016-08-18,31.26,0.44,1.41,3674847.0,1
BEL,2017-02-02,39.99,0.09,0.23,16414002.0,4
BEL,2017-03-29,40.47,0.27,0.67,10068646.0,3
BEL,2017-08-14,43.97,0.32,0.72,5945438.0,0
BEL,2018-02-08,44.89,0.53,1.19,21077784.0,0
BEL,2018-08-20,33.77,0.13,0.39,9578118.0,0
BEL,2019-02-08,23.54,0.1,0.42,10374135.0,13
BEL,2019-03-27,26.73,0.23,0.87,27294354.0,0
BEL,2019-08-20,28.53,0.57,1.99,27155040.0,3
BEL,2020-02-11,25.66,0.47,1.82,40352259.0,0
BEL,2020-09-15,32.28,0.47,1.45,26941557.0,47
BEL,2021-02-08,42.84,0.47,1.09,31927191.0,0
BEL,2021-03-23,39.49,0.47,1.18,38253711.0,0
BEL,2021-09-14,61.32,0.4,0.65,29010315.0,0
BEL,2022-02-09,62.64,0.5,0.8,15305202.0,0
BEL,2022-03-24,65.61,0.5,0.76,15609300.0,0
BEL,2022-08-08,88.0,0.5,0.57,21774303.0,0
BEL,2023-02-10,92.09,0.6,0.65,10685751.0,0
BEL,2023-03-24,89.09,0.6,0.67,16650432.0,0
BEL,2023-08-17,127.84,0.6,0.47,7162118.0,3
BEL,2024-02-09,180.75,0.7,0.39,21081134.0,4
BEL,2024-03-22,193.27,0.7,0.36,31321524.0,0
BEL,2024-08-14,291.8,0.8,0.27,16641055.0,1
BEL,2025-03-11,269.06,1.5,0.56,20980143.0,0
BEL,2025-08-14,386.31,0.9,0.23,8046552.0,17
BEL,2026-03-06,458.05,1.95,0.43,28154230.0,0
BHARATFORG,2016-03-18,383.75,2.0,0.52,1445320.0,0
BHARATFORG,2016-07-25,343.71,0.25,0.07,781086.0,0
BHARATFORG,2017-02-16,476.71,1.25,0.26,3909542.0,0
BHARATFORG,2017-07-28,533.72,2.5,0.47,1463762.0,0
BHARATFORG,2017-11-16,651.15,2.0,0.31,722897.0,0
BHARATFORG,2018-07-27,594.18,2.5,0.42,656521.0,0
BHARATFORG,2018-11-15,554.32,2.5,0.45,629015.0,0
BHARATFORG,2019-08-01,402.63,2.5,0.62,772632.0,1
BHARATFORG,2019-11-20,435.47,1.5,0.34,1711834.0,0
BHARATFORG,2020-03-03,433.26,2.0,0.46,2683562.0,110
BHARATFORG,2021-07-15,783.72,2.0,0.26,929055.0,0
BHARATFORG,2021-11-25,716.49,1.5,0.21,1887358.0,30
BHARATFORG,2022-07-14,618.87,5.5,0.89,2475429.0,0
BHARATFORG,2022-11-24,825.29,1.5,0.18,798206.0,0
BHARATFORG,2023-07-07,837.92,5.5,0.66,1019335.0,1
BHARATFORG,2024-02-23,1117.08,2.5,0.22,443601.0,0
BHARATFORG,2024-07-05,1650.4,6.5,0.39,1214143.0,0
BHARATFORG,2025-02-18,1073.93,2.5,0.23,976428.0,2
BHARATFORG,2025-07-04,1291.22,6.0,0.46,1039888.0,0
BHARATFORG,2026-02-18,1749.2,2.0,0.11,1977808.0,0
BHEL,2016-09-14,90.29,0.27,0.3,16250269.0,1
BHEL,2017-02-14,95.24,0.53,0.56,8442933.0,0
BHEL,2017-08-23,77.53,0.52,0.67,4399308.0,0
BHEL,2018-02-15,91.13,0.8,0.88,5627414.0,1329
BHEL,2018-09-11,73.0,1.02,1.4,10091442.0,0
BHEL,2019-02-12,59.7,0.8,1.34,5528900.0,1
BHEL,2019-09-11,49.54,1.2,2.42,11951914.0,0
BHEL,2022-09-15,62.27,0.4,0.64,19845442.0,14
BHEL,2023-08-11,99.16,0.4,0.4,30945987.0,0
BHEL,2024-08-09,296.98,0.25,0.08,12805164.0,0
BHEL,2025-08-01,237.95,0.5,0.21,4328861.0,1
BPCL,2016-06-06,91.26,2.5,2.74,7691856.0,5
BPCL,2017-02-28,129.5,6.5,5.02,15042585.0,27
BPCL,2017-03-24,123.26,4.0,3.25,5505504.0,0
BPCL,2017-06-08,137.49,0.33,0.24,6691548.0,37
BPCL,2018-02-22,128.86,7.0,5.43,17814722.0,5
BPCL,2018-08-31,108.0,3.5,3.24,12008646.0,0
BPCL,2019-02-21,103.37,5.5,5.32,9353768.0,0
BPCL,2019-08-21,107.18,4.0,3.73,8004410.0,3
BPCL,2020-03-23,101.92,8.25,8.09,18697444.0,6
BPCL,2021-02-17,141.36,8.0,5.66,17178862.0,0
BPCL,2021-03-25,151.2,2.5,1.65,20898974.0,2
BPCL,2021-09-16,174.33,29.0,16.64,34750954.0,0
BPCL,2021-11-11,174.05,2.5,1.44,6633538.0,1
BPCL,2022-02-10,153.37,2.5,1.63,12283058.0,4
BPCL,2022-08-19,143.62,3.0,2.09,7463376.0,15
BPCL,2023-08-11,152.72,2.0,1.31,5578802.0,19
BPCL,2023-12-12,198.21,10.5,5.3,19940320.0,0
BPCL,2024-08-09,301.71,10.5,3.48,11351617.0,0
BPCL,2025-01-29,237.51,5.0,2.11,9435973.0,0
BPCL,2025-07-31,316.36,5.0,1.58,6867024.0,40
BPCL,2025-11-07,350.56,7.5,2.14,11711108.0,0
BPCL,2026-02-02,354.5,10.0,2.82,12038292.0,0
BHARTIARTL,2016-08-11,295.76,1.23,0.41,2758046.0,0
BHARTIARTL,2017-07-13,340.33,0.9,0.26,2879273.0,0
BHARTIARTL,2018-01-30,378.56,2.56,0.68,10679523.0,0
BHARTIARTL,2018-08-02,332.51,2.25,0.68,6186750.0,2
BHARTIARTL,2018-11-05,262.92,2.25,0.86,4841471.0,0
BHARTIARTL,2020-08-06,534.31,1.96,0.37,10620956.0,1
BHARTIARTL,2022-08-01,662.6,3.0,0.45,8812526.0,0
BHARTIARTL,2023-08-11,858.79,4.0,0.47,2812690.0,5
BHARTIARTL,2024-08-07,1423.65,8.0,0.56,5700734.0,0
BHARTIARTL,2025-07-18,1913.9,16.0,0.84,4643961.0,3
BHARTIHEXA,2024-08-16,1117.34,4.0,0.36,191971.0,0
BHARTIHEXA,2025-07-25,1815.1,10.0,0.55,92415.0,4
BIKAJI,2023-06-08,378.29,0.75,0.2,1216057.0,0
BIKAJI,2024-06-14,712.85,1.0,0.14,841124.0,0
BIKAJI,2025-08-29,793.85,1.0,0.13,178893.0,1
BIOCON,2016-03-17,76.9,0.83,1.08,3942138.0,5
BIOCON,2017-07-20,205.14,0.5,0.24,8229630.0,83
BIOCON,2018-07-19,288.41,0.5,0.17,3114900.0,6
BIOCON,2019-07-18,259.75,0.5,0.19,2702868.0,0
BIOCON,2022-06-30,307.07,0.5,0.16,2216979.0,1
BIOCON,2023-07-07,257.3,1.5,0.58,2992725.0,3
BIOCON,2024-07-05,360.32,0.5,0.14,7658844.0,0
BIOCON,2025-07-04,373.95,0.5,0.13,6787795.0,0
BSOFT,2016-04-06,77.33,1.1,1.42,482221.0,0
BSOFT,2016-08-11,66.62,1.1,1.65,1057003.0,0
BSOFT,2017-08-10,61.71,2.2,3.56,3220117.0,3
BSOFT,2018-08-20,162.67,2.4,1.48,2766468.0,1
BSOFT,2019-07-30,67.65,2.0,2.96,1838466.0,0
BSOFT,2020-02-07,85.41,1.0,1.17,2153450.0,5
BSOFT,2020-08-13,136.57,1.0,0.73,1131727.0,0
BSOFT,2020-11-12,166.89,1.0,0.6,528467.0,1
BSOFT,2021-07-15,367.36,2.5,0.68,13950730.0,0
BSOFT,2021-11-02,390.15,1.5,0.38,770094.0,3
BSOFT,2022-07-14,328.04,3.0,0.91,6740664.0,15
BSOFT,2022-11-01,259.26,1.5,0.58,2175522.0,0
BSOFT,2023-07-14,348.35,2.0,0.57,7264128.0,0
BSOFT,2023-11-08,565.11,4.0,0.71,1268454.0,0
BSOFT,2024-07-12,678.31,4.0,0.59,10233997.0,0
BSOFT,2024-10-31,563.77,2.5,0.44,5427675.0,4
BSOFT,2025-07-18,425.55,4.0,0.94,1296338.0,94
BSOFT,2025-11-14,393.4,2.5,0.64,943727.0,12
BLUEDART,2016-07-19,5797.32,30.0,0.52,4448.0,1
BLUEDART,2017-07-18,4569.88,15.0,0.33,6683.0,118
BLUEDART,2018-07-20,3465.28,12.5,0.36,2679.0,2
BLUEDART,2019-07-22,2339.18,12.5,0.53,1187.0,1
BLUEDART,2021-07-20,5680.4,15.0,0.26,24247.0,19
BLUEDART,2022-02-08,6345.56,25.0,0.39,15543.0,0
BLUEDART,2022-07-18,8043.87,35.0,0.44,41635.0,0
BLUEDART,2023-07-19,7257.58,30.0,0.41,6795.0,96
BLUEDART,2024-07-12,8549.25,25.0,0.29,30963.0,2
BLUEDART,2025-08-06,5769.0,25.0,0.43,50200.0,0
BLUEJET,2024-09-17,520.13,1.0,0.19,373597.0,0
BLUEJET,2025-09-19,682.1,1.2,0.18,1117985.0,10
BLUESTARCO,2016-03-22,169.19,3.25,1.92,70698.0,0
BLUESTARCO,2017-07-26,322.98,3.75,1.16,138300.0,0
BLUESTARCO,2018-07-26,312.48,5.0,1.6,95750.0,0
BLUESTARCO,2019-08-01,318.02,5.0,1.57,73066.0,0
BLUESTARCO,2020-03-19,303.4,5.0,1.65,292244.0,109
BLUESTARCO,2021-07-22,409.47,2.0,0.49,70152.0,0
BLUESTARCO,2022-07-21,484.49,5.0,1.03,112754.0,0
BLUESTARCO,2023-07-21,778.37,6.0,0.77,84567.0,0
BLUESTARCO,2024-07-19,1680.53,7.0,0.42,368542.0,5
BLUESTARCO,2025-07-18,1873.6,9.0,0.48,548049.0,20
BBTC,2016-07-28,390.45,1.0,0.26,58577.0,0
BBTC,2017-07-20,859.1,1.0,0.12,246042.0,0
BBTC,2018-07-26,1461.09,1.0,0.07,54073.0,0
BBTC,2019-08-01,793.97,1.0,0.13,69247.0,16
BBTC,2020-07-16,1163.59,1.2,0.1,469652.0,0
BBTC,2021-09-03,1196.54,1.2,0.1,90355.0,500
BBTC,2022-08-17,890.82,1.2,0.13,34745.0,0
BBTC,2023-09-22,1177.44,1.2,0.1,59379.0,0
BBTC,2024-08-09,2191.91,1.2,0.05,1007745.0,0
BBTC,2025-02-21,1859.56,13.0,0.7,105774.0,25
BBTC,2025-03-27,1704.41,4.0,0.23,101716.0,0
BBTC,2026-02-20,1768.0,17.0,0.96,18775.0,0
BOSCHLTD,2016-06-09,20051.54,85.0,0.42,14763.0,14
BOSCHLTD,2017-02-16,19994.21,75.0,0.38,15828.0,4
